Ngày,Lần cuối,Mở,Cao,Thấp,KL,% Thay đổi,
4/10/2021,1339.54,1334.89,1347.49,1333.53,736080.00,0.00,
1/10/2021,1334.89,1342.06,1344.06,1332.97,738170.00,-0.01,
30/09/2021,1342.06,1339.21,1348.89,1339.21,438290.00,0.00,
29/09/2021,1339.21,1339.31,1340.90,1328.17,598500.00,0.00,
28/09/2021,1339.31,1324.99,1341.81,1316.41,623510.00,0.01,
27/09/2021,1324.99,1351.17,1354.38,1324.99,778440.00,-0.02,
24/09/2021,1351.17,1352.76,1356.97,1348.07,673100.00,0.00,
23/09/2021,1352.76,1350.68,1361.09,1350.43,997610.00,0.00,
22/09/2021,1350.68,1339.84,1350.71,1336.63,779650.00,0.01,
21/09/2021,1339.84,1350.48,1350.48,1324.82,859680.00,-0.01,
20/09/2021,1350.48,1352.64,1365.92,1349.18,895460.00,0.00,
17/09/2021,1352.64,1345.87,1356.45,1345.87,852780.00,0.01,
16/09/2021,1345.87,1345.83,1353.12,1341.23,599770.00,0.00,
15/09/2021,1345.83,1339.70,1347.70,1334.97,692090.00,0.00,
14/09/2021,1339.70,1341.43,1349.13,1336.84,730450.00,0.00,
13/09/2021,1341.43,1345.31,1350.69,1340.50,775470.00,0.00,
10/9/2021,1345.31,1343.98,1350.43,1343.98,598730.00,0.00,
9/9/2021,1343.98,1333.61,1345.59,1332.67,642570.00,0.01,
8/9/2021,1333.61,1341.90,1344.49,1328.35,626080.00,-0.01,
7/9/2021,1341.90,1346.39,1353.66,1340.32,869380.00,0.00,
6/9/2021,1346.39,1334.65,1348.36,1334.65,944410.00,0.01,
1/9/2021,1334.65,1331.47,1338.02,1328.13,719960.00,0.00,
31/08/2021,1331.47,1328.14,1336.14,1325.69,733830.00,0.00,
30/08/2021,1328.14,1313.20,1329.62,1313.20,676540.00,0.01,
27/08/2021,1313.20,1301.12,1313.20,1285.16,685060.00,0.01,
26/08/2021,1301.12,1309.55,1316.26,1295.77,524290.00,-0.01,
25/08/2021,1309.55,1298.74,1310.16,1291.70,522870.00,0.01,
24/08/2021,1298.74,1298.86,1307.56,1289.16,714270.00,0.00,
23/08/2021,1298.86,1329.43,1329.43,1298.86,795070.00,-0.02,
20/08/2021,1329.43,1374.85,1374.85,1317.52,1210000.00,-0.03,
19/08/2021,1374.85,1360.94,1374.85,1352.94,728170.00,0.01,
18/08/2021,1360.94,1363.09,1370.50,1355.83,689780.00,0.00,
17/08/2021,1363.09,1370.96,1379.70,1359.11,768610.00,-0.01,
16/08/2021,1370.96,1357.05,1372.33,1357.05,827710.00,0.01,
13/08/2021,1357.05,1353.05,1357.41,1336.74,744150.00,0.00,
12/8/2021,1353.05,1357.79,1365.01,1353.05,741560.00,0.00,
11/8/2021,1357.79,1362.43,1374.03,1357.79,806770.00,0.00,
10/8/2021,1362.43,1359.86,1370.35,1358.12,716540.00,0.00,
9/8/2021,1359.86,1341.45,1361.12,1334.69,688430.00,0.01,
6/8/2021,1341.45,1345.55,1351.85,1341.45,736160.00,0.00,
5/8/2021,1345.55,1334.74,1346.62,1326.80,635470.00,0.01,
4/8/2021,1334.74,1332.44,1340.76,1328.40,661800.00,0.00,
3/8/2021,1332.44,1314.22,1332.44,1314.22,647010.00,0.01,
2/8/2021,1314.22,1310.05,1322.35,1304.49,614530.00,0.00,
30/07/2021,1310.05,1293.60,1311.97,1293.60,644440.00,0.01,
29/07/2021,1293.60,1277.07,1293.60,1277.07,491060.00,0.01,
28/07/2021,1277.07,1276.93,1281.17,1271.78,406890.00,0.00,
27/07/2021,1276.93,1272.71,1288.35,1272.71,566750.00,0.00,
26/07/2021,1272.71,1268.83,1277.33,1254.57,508550.00,0.00,
23/07/2021,1268.83,1293.67,1295.63,1268.83,582250.00,-0.02,
22/07/2021,1293.67,1270.79,1294.16,1266.54,536410.00,0.02,
21/07/2021,1270.79,1273.29,1284.33,1266.71,451950.00,0.00,
20/07/2021,1273.29,1243.51,1273.29,1225.52,568600.00,0.02,
19/07/2021,1243.51,1299.31,1299.31,1237.79,731020.00,-0.04,
16/07/2021,1299.31,1293.92,1304.37,1293.92,415120.00,0.00,
15/07/2021,1293.92,1279.91,1299.18,1270.77,419140.00,0.01,
14/07/2021,1279.91,1297.54,1305.37,1264.68,547970.00,-0.01,
13/07/2021,1297.54,1296.30,1307.73,1278.30,500180.00,0.00,
12/7/2021,1296.30,1347.14,1347.14,1270.06,912740.00,-0.04,
9/7/2021,1347.14,1374.68,1374.68,1335.90,713990.00,-0.02,
8/7/2021,1374.68,1388.55,1388.55,1363.92,528830.00,-0.01,
7/7/2021,1388.55,1354.79,1388.55,1334.58,733800.00,0.02,
6/7/2021,1354.79,1411.13,1418.99,1354.79,773510.00,-0.04,
5/7/2021,1411.13,1420.27,1421.52,1394.12,774450.00,-0.01,
2/7/2021,1420.27,1422.89,1424.28,1415.82,706830.00,0.00,
1/7/2021,1417.08,1412.15,1417.27,1402.18,753560.00,0.01,
30/06/2021,1408.55,1410.83,1419.61,1408.18,595290.00,0.00,
29/06/2021,1410.04,1408.34,1416.34,1406.87,647390.00,0.00,
28/06/2021,1405.81,1397.96,1406.02,1390.56,699510.00,0.01,
25/06/2021,1390.12,1382.11,1390.12,1372.80,598110.00,0.01,
24/06/2021,1379.72,1376.87,1384.71,1372.99,591750.00,0.00,
23/06/2021,1376.87,1383.15,1388.33,1372.06,710770.00,0.00,
22/06/2021,1379.97,1380.84,1385.98,1375.00,746950.00,0.01,
21/06/2021,1372.63,1373.59,1381.74,1367.85,768180.00,0.00,
18/06/2021,1377.77,1366.19,1377.77,1363.52,809470.00,0.01,
17/06/2021,1359.92,1341.06,1364.55,1337.49,768730.00,0.00,
16/06/2021,1356.52,1363.85,1370.14,1350.73,769630.00,-0.01,
15/06/2021,1367.36,1361.58,1372.72,1356.59,730940.00,0.00,
14/06/2021,1361.72,1352.73,1368.53,1352.73,775730.00,0.01,
11/6/2021,1351.74,1326.79,1352.47,1322.08,731260.00,0.02,
10/6/2021,1323.58,1332.90,1336.71,1317.49,723490.00,-0.01,
9/6/2021,1332.90,1323.52,1339.14,1312.08,822290.00,0.01,
8/6/2021,1319.88,1355.36,1364.48,1318.11,924510.00,-0.03,
7/6/2021,1358.78,1374.59,1375.74,1347.21,876690.00,-0.01,
4/6/2021,1374.05,1367.06,1374.05,1360.42,943330.00,0.01,
3/6/2021,1364.28,1345.21,1366.00,1345.21,898880.00,0.02,
2/6/2021,1340.78,1337.78,1344.98,1330.82,805240.00,0.00,
1/6/2021,1337.78,1329.47,1346.34,1328.84,629420.00,0.01,
31/05/2021,1328.05,1326.65,1328.05,1307.56,737180.00,0.01,
28/05/2021,1320.46,1307.79,1323.09,1300.06,768850.00,0.01,
27/05/2021,1303.57,1318.42,1319.67,1299.99,733000.00,-0.01,
26/05/2021,1316.70,1308.04,1317.30,1304.68,713070.00,0.01,
25/05/2021,1308.58,1299.19,1308.58,1297.23,679060.00,0.01,
24/05/2021,1297.98,1287.50,1299.83,1287.36,715510.00,0.01,
21/05/2021,1283.93,1272.84,1289.03,1268.46,698930.00,0.00,
20/05/2021,1278.22,1264.62,1278.22,1255.78,745210.00,0.01,
19/05/2021,1262.49,1254.78,1262.71,1250.58,694350.00,0.01,
18/05/2021,1252.68,1259.57,1262.22,1249.02,692480.00,0.00,
17/05/2021,1258.70,1272.55,1277.83,1258.50,758290.00,-0.01,
14/05/2021,1266.36,1266.43,1271.45,1259.97,730990.00,0.00,
13/05/2021,1261.99,1262.98,1273.49,1261.99,711520.00,-0.01,
12/5/2021,1269.09,1251.97,1269.09,1249.18,700670.00,0.01,
11/5/2021,1256.04,1265.11,1272.55,1256.04,770090.00,0.00,
10/5/2021,1259.58,1239.96,1259.58,1236.85,773060.00,0.01,
7/5/2021,1241.81,1245.48,1250.50,1231.92,783040.00,-0.01,
6/5/2021,1250.57,1255.42,1261.49,1246.64,730500.00,0.00,
5/5/2021,1256.43,1244.69,1265.93,1244.69,744430.00,0.01,
4/5/2021,1242.20,1222.08,1242.80,1212.56,798490.00,0.00,
29/04/2021,1239.39,1234.91,1239.39,1231.25,647160.00,0.01,
28/04/2021,1229.55,1220.26,1230.91,1217.49,612700.00,0.01,
27/04/2021,1219.75,1213.84,1220.96,1204.14,618170.00,0.00,
26/04/2021,1215.77,1251.25,1251.25,1214.14,744950.00,-0.03,
23/04/2021,1248.53,1227.18,1248.53,1216.15,716520.00,0.02,
22/04/2021,1227.82,1264.31,1271.98,1227.82,770370.00,-0.03,
20/04/2021,1268.28,1267.74,1286.32,1261.28,843600.00,0.01,
19/04/2021,1260.58,1243.58,1260.58,1233.77,817130.00,0.02,
16/04/2021,1238.71,1245.06,1254.61,1227.14,986880.00,-0.01,
15/04/2021,1247.25,1262.25,1265.87,1247.25,806490.00,-0.01,
14/04/2021,1255.87,1240.90,1255.87,1233.01,861960.00,0.01,
13/04/2021,1248.33,1262.44,1268.02,1247.66,1030000.00,0.00,
12/4/2021,1252.45,1236.79,1252.45,1232.35,890310.00,0.02,
9/4/2021,1231.66,1231.51,1234.98,1227.60,732820.00,0.00,
8/4/2021,1234.89,1242.38,1246.40,1232.26,664510.00,-0.01,
7/4/2021,1242.38,1237.39,1242.38,1232.52,727820.00,0.00,
6/4/2021,1239.96,1233.37,1244.63,1231.14,694060.00,0.00,
5/4/2021,1236.05,1245.28,1245.28,1228.18,693040.00,0.01,
2/4/2021,1224.45,1225.76,1228.29,1221.07,661890.00,0.01,
1/4/2021,1216.10,1194.59,1217.26,1192.83,672840.00,0.02,
31/03/2021,1191.44,1186.36,1196.45,1186.36,703080.00,0.00,
30/03/2021,1186.36,1179.64,1187.29,1172.85,780730.00,0.01,
29/03/2021,1175.68,1169.65,1175.77,1165.78,660950.00,0.01,
26/03/2021,1162.21,1162.71,1165.76,1137.90,670460.00,0.00,
25/03/2021,1163.10,1164.41,1170.76,1154.44,690730.00,0.00,
24/03/2021,1161.81,1169.42,1174.20,1154.22,750480.00,-0.02,
23/03/2021,1183.45,1190.28,1191.47,1177.10,683720.00,-0.01,
22/03/2021,1194.43,1200.05,1200.21,1189.31,700870.00,0.00,
19/03/2021,1194.05,1195.47,1199.67,1191.96,680900.00,-0.01,
18/03/2021,1200.94,1196.60,1200.94,1191.94,628640.00,0.01,
17/03/2021,1186.09,1178.64,1186.09,1176.26,701090.00,0.01,
16/03/2021,1179.90,1184.91,1184.91,1171.76,683850.00,0.00,
15/03/2021,1184.56,1183.89,1186.06,1178.80,676960.00,0.00,
12/3/2021,1181.56,1185.21,1186.52,1178.14,624710.00,0.00,
11/3/2021,1181.73,1170.08,1183.73,1170.08,629100.00,0.01,
10/3/2021,1170.08,1163.86,1170.59,1154.89,723920.00,0.01,
9/3/2021,1161.97,1160.96,1166.42,1150.94,641430.00,-0.01,
8/3/2021,1168.27,1180.33,1181.25,1164.02,652700.00,0.00,
5/3/2021,1168.69,1164.19,1169.56,1155.60,594840.00,0.00,
4/3/2021,1168.52,1191.78,1191.90,1159.48,673450.00,-0.02,
3/3/2021,1186.95,1184.73,1189.18,1180.25,631670.00,0.00,
2/3/2021,1186.61,1196.16,1196.16,1181.99,577010.00,0.00,
1/3/2021,1186.17,1176.93,1186.82,1174.45,643380.00,0.02,
26/02/2021,1168.47,1148.88,1169.28,1148.88,554460.00,0.00,
25/02/2021,1165.43,1169.97,1169.97,1155.74,510430.00,0.00,
24/02/2021,1162.01,1184.32,1185.58,1154.36,603000.00,-0.01,
23/02/2021,1177.64,1174.57,1184.32,1168.32,598270.00,0.00,
22/02/2021,1175.04,1173.57,1182.67,1169.12,630040.00,0.00,
19/02/2021,1173.50,1160.65,1178.18,1157.60,578280.00,0.00,
18/02/2021,1174.38,1157.10,1174.38,1148.66,614820.00,0.02,
17/02/2021,1155.78,1127.46,1155.78,1127.46,568030.00,0.04,
9/2/2021,1114.93,1090.88,1114.93,1078.98,519810.00,0.03,
8/2/2021,1083.18,1127.06,1127.06,1075.10,696600.00,-0.04,
5/2/2021,1126.91,1114.79,1126.91,1112.19,529870.00,0.01,
4/2/2021,1112.19,1112.97,1117.88,1098.85,523410.00,0.00,
3/2/2021,1111.29,1084.87,1113.24,1082.95,703180.00,0.03,
2/2/2021,1075.53,1036.95,1075.53,1029.36,602620.00,0.04,
1/2/2021,1035.51,1056.61,1074.52,1035.51,634330.00,-0.02,
29/01/2021,1056.61,998.33,1076.11,998.33,797390.00,0.03,
28/01/2021,1023.94,1041.71,1052.16,1022.77,767870.00,-0.07,
27/01/2021,1097.17,1122.41,1132.99,1088.86,785700.00,-0.03,
26/01/2021,1136.12,1164.97,1164.97,1121.03,782270.00,-0.03,
25/01/2021,1166.05,1164.20,1172.18,1162.80,707240.00,0.00,
22/01/2021,1166.78,1166.77,1175.72,1161.43,758320.00,0.00,
21/01/2021,1164.21,1146.86,1164.21,1132.66,721920.00,0.03,
20/01/2021,1134.68,1136.50,1142.48,1098.05,839300.00,0.00,
19/01/2021,1131.00,1189.91,1189.91,1117.17,986190.00,-0.05,
18/01/2021,1191.94,1198.79,1200.85,1190.33,747420.00,0.00,
15/01/2021,1194.20,1188.84,1197.74,1188.84,783110.00,0.01,
14/01/2021,1187.40,1189.48,1190.50,1178.84,779340.00,0.00,
13/01/2021,1186.05,1197.32,1200.82,1183.18,819290.00,-0.01,
12/1/2021,1192.28,1190.38,1192.28,1179.24,719940.00,0.01,
11/1/2021,1184.89,1176.47,1186.45,1175.00,845850.00,0.01,
8/1/2021,1167.69,1164.10,1176.33,1160.48,808310.00,0.01,
7/1/2021,1156.49,1147.26,1156.49,1143.44,763740.00,0.01,
6/1/2021,1143.21,1139.12,1152.85,1133.70,790450.00,0.01,
5/1/2021,1132.55,1116.96,1134.45,1116.49,763430.00,0.01,
4/1/2021,1120.47,1113.77,1126.43,1113.59,764040.00,0.02,
31/12/2020,1103.87,1098.25,1105.33,1096.27,527820.00,0.01,
30/12/2020,1097.54,1099.78,1108.83,1094.91,676980.00,0.00,
29/12/2020,1099.49,1090.49,1102.79,1087.93,678820.00,0.01,
28/12/2020,1091.33,1094.37,1096.11,1083.90,723880.00,0.01,
25/12/2020,1084.42,1068.83,1084.42,1061.83,652810.00,0.02,
24/12/2020,1067.52,1083.83,1084.76,1046.89,757320.00,-0.01,
23/12/2020,1078.90,1087.89,1094.09,1077.92,813170.00,0.00,
22/12/2020,1083.45,1081.85,1084.23,1077.06,756110.00,0.00,
21/12/2020,1081.08,1071.62,1081.60,1070.86,713660.00,0.01,
18/12/2020,1067.46,1055.75,1068.56,1055.75,623640.00,0.01,
17/12/2020,1051.77,1065.85,1065.85,1051.42,667890.00,-0.01,
16/12/2020,1066.99,1058.34,1066.99,1057.21,591570.00,0.01,
15/12/2020,1055.27,1062.02,1067.45,1052.01,675180.00,-0.01,
14/12/2020,1064.09,1048.97,1064.09,1048.97,583590.00,0.02,
11/12/2020,1045.96,1033.19,1045.96,1030.06,463770.00,0.01,
10/12/2020,1030.91,1041.65,1044.10,1030.91,626450.00,-0.01,
9/12/2020,1039.13,1029.26,1039.55,1029.26,586050.00,0.01,
8/12/2020,1029.26,1029.98,1032.58,1025.63,527670.00,0.00,
7/12/2020,1029.98,1024.34,1030.41,1022.14,520340.00,0.01,
4/12/2020,1021.49,1019.80,1025.17,1018.67,553590.00,0.00,
3/12/2020,1019.80,1016.73,1020.35,1014.06,518910.00,0.01,
2/12/2020,1014.32,1008.77,1015.86,1007.91,684530.00,0.01,
1/12/2020,1008.87,988.71,1008.87,988.71,583310.00,0.01,
30/11/2020,1003.08,1011.82,1012.50,1002.61,532930.00,-0.01,
27/11/2020,1010.22,1006.68,1010.22,1004.00,446440.00,0.00,
26/11/2020,1005.97,999.24,1005.97,994.91,493560.00,0.01,
25/11/2020,999.94,1000.39,1002.31,996.80,475740.00,0.00,
24/11/2020,995.76,996.55,997.99,984.92,550070.00,0.00,
23/11/2020,994.19,991.87,995.90,985.38,489690.00,0.00,
20/11/2020,990.00,984.71,990.00,980.72,501050.00,0.01,
19/11/2020,983.26,975.32,983.26,974.33,500120.00,0.01,
18/11/2020,973.53,969.48,974.30,966.32,478680.00,0.00,
17/11/2020,968.90,955.52,968.90,953.22,400960.00,0.02,
16/11/2020,950.79,970.11,972.98,950.50,518930.00,-0.02,
13/11/2020,966.29,959.56,966.29,959.13,457830.00,0.01,
12/11/2020,959.28,953.97,959.28,953.62,343910.00,0.01,
11/11/2020,952.22,954.46,956.65,947.61,376510.00,0.00,
10/11/2020,951.90,962.68,963.47,951.90,456750.00,0.00,
9/11/2020,951.99,942.15,951.99,942.15,393200.00,0.01,
6/11/2020,938.29,939.73,941.20,934.63,268230.00,0.00,
5/11/2020,937.75,940.32,945.51,937.75,304330.00,0.00,
4/11/2020,939.76,935.41,943.56,933.86,350870.00,0.00,
3/11/2020,935.41,936.73,937.57,932.18,318700.00,0.00,
2/11/2020,933.68,926.09,933.68,924.14,297600.00,0.01,
30/10/2020,925.47,925.41,926.32,911.20,312750.00,0.01,
29/10/2020,919.08,916.49,925.84,914.33,436130.00,0.00,
28/10/2020,921.05,942.82,946.91,921.05,456060.00,-0.03,
27/10/2020,946.47,950.80,954.72,946.28,455850.00,0.00,
26/10/2020,950.80,967.52,970.15,950.80,428250.00,-0.01,
23/10/2020,961.26,953.45,961.26,953.14,452490.00,0.01,
22/10/2020,949.90,938.06,949.90,933.78,365120.00,0.01,
21/10/2020,939.03,947.16,948.20,939.00,412650.00,-0.01,
20/10/2020,944.42,941.00,944.54,937.32,444330.00,0.00,
19/10/2020,943.69,945.01,946.29,941.92,389470.00,0.00,
16/10/2020,943.30,944.03,946.23,935.98,443330.00,0.00,
15/10/2020,942.76,945.28,945.93,938.70,470510.00,0.00,
14/10/2020,940.18,931.89,940.18,931.89,474920.00,0.01,
13/10/2020,929.86,926.76,930.96,923.78,359020.00,0.00,
12/10/2020,925.83,930.78,933.13,923.28,457230.00,0.00,
9/10/2020,924.00,919.48,924.00,917.70,388130.00,0.01,
8/10/2020,918.84,922.08,922.08,913.89,470300.00,0.00,
7/10/2020,919.72,913.62,923.57,912.69,523960.00,0.00,
6/10/2020,915.67,918.11,918.93,912.77,496130.00,0.00,
5/10/2020,914.68,913.77,915.55,910.96,456100.00,0.01,
2/10/2020,909.91,914.09,916.67,897.72,527160.00,0.00,
1/10/2020,914.09,910.13,914.09,909.13,352450.00,0.01,
30/09/2020,905.21,904.34,907.00,900.44,340690.00,0.00,
29/09/2020,903.98,916.63,917.49,903.98,465360.00,-0.01,
28/09/2020,912.50,911.20,913.60,910.04,420240.00,0.00,
25/09/2020,908.27,910.78,911.30,905.56,361230.00,0.00,
24/09/2020,908.58,910.53,914.51,907.32,398460.00,0.00,
23/09/2020,912.50,908.97,913.52,908.97,392510.00,0.01,
22/09/2020,906.19,905.90,909.69,902.47,401410.00,0.00,
21/09/2020,907.94,904.50,909.78,904.50,403440.00,0.01,
18/09/2020,900.95,896.08,902.11,895.82,361840.00,0.01,
17/09/2020,894.04,897.47,899.41,890.93,395460.00,0.00,
16/09/2020,897.47,897.43,897.58,894.63,290430.00,0.00,
15/09/2020,896.26,896.61,898.74,894.66,381800.00,0.00,
14/09/2020,894.57,891.89,895.31,891.89,364430.00,0.01,
11/9/2020,888.97,888.82,890.98,884.67,309910.00,0.00,
10/9/2020,888.82,895.29,896.78,888.82,387240.00,0.00,
9/9/2020,889.32,883.68,892.40,881.57,318440.00,0.00,
8/9/2020,890.14,891.61,894.58,884.88,294020.00,0.00,
7/9/2020,888.25,903.85,905.80,888.25,434060.00,-0.01,
4/9/2020,901.54,896.02,903.11,893.86,346440.00,0.00,
3/9/2020,903.97,898.25,904.32,896.26,370490.00,0.01,
1/9/2020,891.73,882.40,892.51,880.79,317000.00,0.01,
31/08/2020,881.65,882.13,888.44,879.26,352650.00,0.00,
28/08/2020,878.98,878.79,885.86,877.70,398320.00,0.00,
27/08/2020,874.71,872.38,875.71,871.93,325720.00,0.00,
26/08/2020,873.47,873.62,876.97,871.78,352380.00,0.00,
25/08/2020,874.12,870.92,877.57,870.92,399070.00,0.01,
24/08/2020,868.68,860.35,868.68,860.35,381520.00,0.02,
21/08/2020,854.78,849.99,856.45,849.69,286820.00,0.01,
20/08/2020,848.21,851.21,856.99,847.44,285690.00,0.00,
19/08/2020,851.21,847.19,853.15,846.22,240150.00,0.01,
18/08/2020,846.43,850.15,851.06,845.00,227510.00,0.00,
17/08/2020,850.15,848.08,852.05,841.62,237510.00,0.00,
14/08/2020,850.74,854.29,860.32,848.38,304710.00,-0.01,
13/08/2020,855.05,849.96,855.19,849.86,256250.00,0.01,
12/8/2020,846.92,844.19,848.54,842.88,272490.00,0.00,
11/8/2020,843.08,847.61,847.61,840.35,249000.00,0.00,
10/8/2020,843.20,845.11,849.52,843.20,309300.00,0.00,
7/8/2020,841.46,840.65,844.33,836.84,259890.00,0.00,
6/8/2020,840.04,838.01,844.16,833.56,257020.00,0.00,
5/8/2020,837.80,827.54,839.52,820.74,306640.00,0.01,
4/8/2020,827.57,822.86,827.57,820.20,277450.00,0.02,
3/8/2020,814.65,796.86,814.84,796.47,298140.00,0.02,
31/07/2020,798.39,787.78,803.55,786.98,249630.00,0.00,
30/07/2020,801.13,796.22,802.97,794.88,188950.00,0.01,
29/07/2020,790.84,800.39,800.39,779.82,362090.00,-0.03,
28/07/2020,813.36,786.72,814.40,786.67,328490.00,0.04,
27/07/2020,785.17,794.14,808.74,780.64,422710.00,-0.05,
24/07/2020,829.16,854.23,854.57,816.65,505100.00,-0.03,
23/07/2020,856.75,854.92,857.22,851.97,240500.00,0.00,
22/07/2020,855.08,862.80,864.00,854.97,278600.00,-0.01,
21/07/2020,861.69,863.94,864.70,856.94,245410.00,0.00,
20/07/2020,861.40,870.66,871.64,861.40,285080.00,-0.01,
17/07/2020,872.02,873.48,875.07,871.89,270680.00,-0.01,
16/07/2020,876.83,871.81,876.83,869.25,243470.00,0.01,
15/07/2020,869.91,872.80,876.69,869.91,258290.00,0.00,
14/07/2020,868.11,865.01,868.11,860.28,239140.00,0.00,
13/07/2020,868.72,874.85,876.83,866.99,246070.00,0.00,
10/7/2020,871.21,873.70,878.53,867.59,291110.00,-0.01,
9/7/2020,876.46,867.66,878.36,867.45,306080.00,0.01,
8/7/2020,864.50,861.75,865.58,859.98,237540.00,0.00,
7/7/2020,863.42,865.46,870.63,863.42,330900.00,0.00,
6/7/2020,861.16,851.47,861.85,850.04,215090.00,0.02,
3/7/2020,847.61,845.26,848.16,843.25,203000.00,0.01,
2/7/2020,842.38,845.66,845.66,838.48,223800.00,0.00,
1/7/2020,843.49,827.67,844.26,826.38,303550.00,0.02,
30/06/2020,825.11,836.72,840.31,821.92,358390.00,-0.01,
29/06/2020,829.36,846.26,846.53,826.00,389640.00,-0.03,
26/06/2020,851.98,859.07,862.59,850.66,300390.00,0.00,
25/06/2020,854.59,851.09,856.23,849.65,312300.00,-0.01,
24/06/2020,859.71,868.20,873.13,857.58,370920.00,-0.01,
23/06/2020,868.20,871.12,873.20,864.02,455360.00,0.00,
22/06/2020,871.28,871.56,872.94,867.37,350370.00,0.00,
19/06/2020,868.56,857.77,868.56,857.77,440090.00,0.02,
18/06/2020,855.27,850.92,858.03,847.49,280310.00,0.00,
17/06/2020,854.44,861.05,861.05,852.27,354840.00,0.00,
16/06/2020,856.13,848.86,858.70,844.67,412450.00,0.03,
15/06/2020,832.47,867.52,868.16,832.47,708240.00,-0.04,
12/6/2020,863.52,841.85,863.52,841.44,620770.00,0.00,
11/6/2020,867.37,900.48,903.70,867.37,707460.00,-0.04,
10/6/2020,900.00,898.78,902.69,890.30,542870.00,0.00,
9/6/2020,899.43,902.26,904.89,898.87,501730.00,0.00,
8/6/2020,899.92,888.70,905.65,888.70,572020.00,0.02,
5/6/2020,886.22,883.40,886.59,878.50,499610.00,0.00,
4/6/2020,883.90,883.22,888.32,883.22,431120.00,0.00,
3/6/2020,881.17,876.73,881.17,874.01,351960.00,0.01,
2/6/2020,874.80,879.23,882.73,874.53,484710.00,0.00,
1/6/2020,878.67,868.97,878.67,868.97,476520.00,0.02,
29/05/2020,864.47,861.59,866.95,859.26,318190.00,0.00,
28/05/2020,861.39,858.97,866.17,856.48,322220.00,0.00,
27/05/2020,857.48,869.13,875.35,857.48,388900.00,-0.01,
26/05/2020,869.13,861.47,869.65,860.22,328350.00,0.01,
25/05/2020,859.04,852.90,860.45,849.12,307230.00,0.01,
22/05/2020,852.74,859.29,860.65,852.08,303980.00,-0.01,
21/05/2020,862.73,854.93,862.73,854.04,331910.00,0.01,
20/05/2020,852.91,843.26,852.91,842.21,265770.00,0.01,
19/05/2020,845.92,852.14,854.25,844.15,385270.00,0.01,
18/05/2020,837.01,827.49,837.61,823.08,254050.00,0.01,
15/05/2020,827.03,835.42,838.47,824.59,301890.00,-0.01,
14/05/2020,832.40,830.97,836.19,826.17,341120.00,0.00,
13/05/2020,834.21,835.32,839.59,815.13,374600.00,0.00,
12/5/2020,835.32,827.29,835.95,819.66,322210.00,0.01,
11/5/2020,828.33,818.26,828.33,812.48,353420.00,0.02,
8/5/2020,813.73,800.32,825.72,800.20,371340.00,0.02,
7/5/2020,796.54,785.08,796.54,785.08,240800.00,0.02,
6/5/2020,782.59,767.30,782.59,765.37,272450.00,0.02,
5/5/2020,764.16,763.22,767.03,760.04,212380.00,0.00,
4/5/2020,762.47,766.14,769.73,761.64,285570.00,-0.01,
29/04/2020,769.11,768.59,772.62,768.19,250080.00,0.00,
28/04/2020,767.21,773.31,776.13,763.66,219400.00,0.00,
27/04/2020,770.77,780.65,785.74,770.77,307360.00,-0.01,
24/04/2020,776.66,777.28,778.30,767.31,262270.00,0.00,
23/04/2020,773.91,768.92,785.60,768.92,205800.00,0.01,
22/04/2020,768.92,752.80,774.94,749.97,253440.00,0.00,
21/04/2020,766.84,794.97,794.97,761.96,397400.00,-0.04,
20/04/2020,794.97,796.17,797.49,786.73,336050.00,0.01,
17/04/2020,789.60,786.96,790.95,783.74,309860.00,0.01,
16/04/2020,780.70,773.11,781.06,770.91,250940.00,0.00,
15/04/2020,777.22,768.05,779.52,768.01,302620.00,0.01,
14/04/2020,767.41,769.01,769.53,753.85,266780.00,0.00,
13/04/2020,765.79,762.99,774.62,762.53,235280.00,0.01,
10/4/2020,757.94,759.08,764.36,751.59,338400.00,0.00,
9/4/2020,760.33,751.08,765.87,751.08,298470.00,0.02,
8/4/2020,748.02,740.03,748.36,730.12,252290.00,0.00,
7/4/2020,746.69,744.97,749.13,730.28,292970.00,0.01,
6/4/2020,736.75,716.22,736.75,715.39,334900.00,0.05,
3/4/2020,701.80,687.92,701.80,687.92,233090.00,0.03,
1/4/2020,680.23,658.80,684.96,657.41,267020.00,0.03,
31/03/2020,662.53,669.74,678.64,649.10,262790.00,0.00,
30/03/2020,662.26,663.91,665.56,657.36,233100.00,-0.05,
27/03/2020,696.06,692.54,703.22,682.52,327990.00,0.00,
26/03/2020,694.21,689.00,700.76,680.10,221850.00,0.01,
25/03/2020,690.25,669.76,690.25,667.58,270180.00,0.05,
24/03/2020,659.21,666.59,666.59,652.27,245150.00,-0.01,
23/03/2020,666.59,694.77,694.77,664.23,280250.00,-0.06,
20/03/2020,709.73,728.55,729.35,709.73,230590.00,-0.02,
19/03/2020,725.94,732.35,733.43,714.02,353390.00,-0.03,
18/03/2020,747.66,747.40,752.65,742.12,259020.00,0.00,
17/03/2020,745.78,724.07,750.03,721.84,287280.00,0.00,
16/03/2020,747.86,758.28,758.59,737.58,292250.00,-0.02,
13/03/2020,761.78,750.56,764.69,723.42,354710.00,-0.01,
12/3/2020,769.25,778.06,778.06,762.12,339230.00,-0.05,
11/3/2020,811.35,843.52,844.94,794.54,318570.00,-0.03,
10/3/2020,837.50,813.83,843.28,806.63,298020.00,0.00,
